2023-06-11 14:35:30,113 INFO    StreamThr :453538 [internal.py:wandb_internal():86] W&B internal server running at pid: 453538, started at: 2023-06-11 14:35:30.112753
2023-06-11 14:35:30,118 DEBUG   HandlerThread:453538 [handler.py:handle_request():144] handle_request: status
2023-06-11 14:35:30,281 INFO    WriterThread:453538 [datastore.py:open_for_write():85] open: /home/edo/Desktop/orc/03_assignment/wandb/run-20230611_143530-bbs2gvlm/run-bbs2gvlm.wandb
2023-06-11 14:35:30,282 DEBUG   SenderThread:453538 [sender.py:send():375] send: header
2023-06-11 14:35:30,309 DEBUG   SenderThread:453538 [sender.py:send():375] send: run
2023-06-11 14:35:35,311 DEBUG   HandlerThread:453538 [handler.py:handle_request():144] handle_request: keepalive
2023-06-11 14:35:39,156 DEBUG   HandlerThread:453538 [handler.py:handle_request():144] handle_request: check_version
2023-06-11 14:35:39,158 INFO    SenderThread:453538 [dir_watcher.py:__init__():219] watching files in: /home/edo/Desktop/orc/03_assignment/wandb/run-20230611_143530-bbs2gvlm/files
2023-06-11 14:35:39,159 INFO    SenderThread:453538 [sender.py:_start_run_threads():1124] run started: bbs2gvlm with start time 1686486930.116954
2023-06-11 14:35:39,159 DEBUG   SenderThread:453538 [sender.py:send_request():402] send_request: summary_record
2023-06-11 14:35:39,159 DEBUG   HandlerThread:453538 [handler.py:handle_request():144] handle_request: status_report
2023-06-11 14:35:39,160 INFO    SenderThread:453538 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-06-11 14:35:39,161 DEBUG   SenderThread:453538 [sender.py:send_request():402] send_request: check_version
2023-06-11 14:35:40,163 INFO    Thread-12 :453538 [dir_watcher.py:_on_file_created():278] file/dir created: /home/edo/Desktop/orc/03_assignment/wandb/run-20230611_143530-bbs2gvlm/files/wandb-summary.json
2023-06-11 14:35:44,156 DEBUG   HandlerThread:453538 [handler.py:handle_request():144] handle_request: keepalive
2023-06-11 14:35:44,164 DEBUG   HandlerThread:453538 [handler.py:handle_request():144] handle_request: status_report
