2023-06-11 14:27:59,243 INFO    StreamThr :451398 [internal.py:wandb_internal():86] W&B internal server running at pid: 451398, started at: 2023-06-11 14:27:59.242508
2023-06-11 14:27:59,245 DEBUG   HandlerThread:451398 [handler.py:handle_request():144] handle_request: status
2023-06-11 14:27:59,262 INFO    WriterThread:451398 [datastore.py:open_for_write():85] open: /home/edo/Desktop/orc/03_assignment/wandb/run-20230611_142759-hw265050/run-hw265050.wandb
2023-06-11 14:27:59,263 DEBUG   SenderThread:451398 [sender.py:send():375] send: header
2023-06-11 14:27:59,292 DEBUG   SenderThread:451398 [sender.py:send():375] send: run
2023-06-11 14:28:04,294 DEBUG   HandlerThread:451398 [handler.py:handle_request():144] handle_request: keepalive
2023-06-11 14:28:07,858 DEBUG   HandlerThread:451398 [handler.py:handle_request():144] handle_request: check_version
2023-06-11 14:28:07,860 INFO    SenderThread:451398 [dir_watcher.py:__init__():219] watching files in: /home/edo/Desktop/orc/03_assignment/wandb/run-20230611_142759-hw265050/files
2023-06-11 14:28:07,861 INFO    SenderThread:451398 [sender.py:_start_run_threads():1124] run started: hw265050 with start time 1686486479.246327
2023-06-11 14:28:07,861 DEBUG   SenderThread:451398 [sender.py:send_request():402] send_request: summary_record
2023-06-11 14:28:07,861 DEBUG   HandlerThread:451398 [handler.py:handle_request():144] handle_request: status_report
2023-06-11 14:28:07,862 INFO    SenderThread:451398 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-06-11 14:28:07,862 DEBUG   SenderThread:451398 [sender.py:send_request():402] send_request: check_version
2023-06-11 14:28:08,865 INFO    Thread-12 :451398 [dir_watcher.py:_on_file_created():278] file/dir created: /home/edo/Desktop/orc/03_assignment/wandb/run-20230611_142759-hw265050/files/wandb-summary.json
2023-06-11 14:28:12,858 DEBUG   HandlerThread:451398 [handler.py:handle_request():144] handle_request: keepalive
2023-06-11 14:28:12,866 DEBUG   HandlerThread:451398 [handler.py:handle_request():144] handle_request: status_report
2023-06-11 14:28:12,928 DEBUG   HandlerThread:451398 [handler.py:handle_request():144] handle_request: run_start
2023-06-11 14:28:12,931 DEBUG   HandlerThread:451398 [system_info.py:__init__():31] System info init
2023-06-11 14:28:12,932 DEBUG   HandlerThread:451398 [system_info.py:__init__():46] System info init done
2023-06-11 14:28:12,932 INFO    HandlerThread:451398 [system_monitor.py:start():181] Starting system monitor
2023-06-11 14:28:12,933 INFO    SystemMonitor:451398 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-06-11 14:28:12,934 INFO    HandlerThread:451398 [system_monitor.py:probe():201] Collecting system info
2023-06-11 14:28:12,934 INFO    SystemMonitor:451398 [interfaces.py:start():190] Started cpu monitoring
2023-06-11 14:28:12,935 INFO    SystemMonitor:451398 [interfaces.py:start():190] Started disk monitoring
2023-06-11 14:28:12,937 INFO    SystemMonitor:451398 [interfaces.py:start():190] Started memory monitoring
2023-06-11 14:28:12,938 INFO    SystemMonitor:451398 [interfaces.py:start():190] Started network monitoring
2023-06-11 14:28:13,087 DEBUG   HandlerThread:451398 [system_info.py:probe():195] Probing system
2023-06-11 14:28:13,107 DEBUG   HandlerThread:451398 [system_info.py:_probe_git():180] Probing git
2023-06-11 14:28:13,151 DEBUG   HandlerThread:451398 [system_info.py:_probe_git():188] Probing git done
2023-06-11 14:28:13,151 DEBUG   HandlerThread:451398 [system_info.py:probe():240] Probing system done
