2023-05-25 10:47:24,200 INFO    MainThread:671069 [wandb_setup.py:_flush():76] Current SDK version is 0.15.3
2023-05-25 10:47:24,201 INFO    MainThread:671069 [wandb_setup.py:_flush():76] Configure stats pid to 671069
2023-05-25 10:47:24,201 INFO    MainThread:671069 [wandb_setup.py:_flush():76] Loading settings from /home/edo/.config/wandb/settings
2023-05-25 10:47:24,201 INFO    MainThread:671069 [wandb_setup.py:_flush():76] Loading settings from /home/edo/Desktop/orc/03_assignment/wandb/settings
2023-05-25 10:47:24,201 INFO    MainThread:671069 [wandb_setup.py:_flush():76] Loading settings from environment variables: {'_executable': '/usr/bin/python3'}
2023-05-25 10:47:24,201 INFO    MainThread:671069 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program_relpath': 'DQN template.py', 'program': 'DQN template.py'}
2023-05-25 10:47:24,201 INFO    MainThread:671069 [wandb_setup.py:_flush():76] Applying login settings: {'api_key': '***REDACTED***'}
2023-05-25 10:47:24,201 INFO    MainThread:671069 [wandb_setup.py:_flush():76] Applying login settings: {'api_key': '***REDACTED***'}
2023-05-25 10:47:24,201 INFO    MainThread:671069 [wandb_init.py:_log_setup():507] Logging user logs to /home/edo/Desktop/orc/03_assignment/wandb/run-20230525_104724-iqiqs8hb/logs/debug.log
2023-05-25 10:47:24,201 INFO    MainThread:671069 [wandb_init.py:_log_setup():508] Logging internal logs to /home/edo/Desktop/orc/03_assignment/wandb/run-20230525_104724-iqiqs8hb/logs/debug-internal.log
2023-05-25 10:47:24,201 INFO    MainThread:671069 [wandb_init.py:init():547] calling init triggers
2023-05-25 10:47:24,201 INFO    MainThread:671069 [wandb_init.py:init():554] wandb.init called with sweep_config: {}
config: {}
2023-05-25 10:47:24,201 INFO    MainThread:671069 [wandb_init.py:init():596] starting backend
2023-05-25 10:47:24,201 INFO    MainThread:671069 [wandb_init.py:init():600] setting up manager
2023-05-25 10:47:24,206 INFO    MainThread:671069 [backend.py:_multiprocessing_setup():106] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2023-05-25 10:47:24,327 INFO    MainThread:671069 [wandb_init.py:init():606] backend started and connected
2023-05-25 10:47:24,334 INFO    MainThread:671069 [wandb_init.py:init():700] updated telemetry
2023-05-25 10:47:24,357 INFO    MainThread:671069 [wandb_init.py:init():737] communicating run to backend with 60.0 second timeout
2023-05-25 10:47:24,869 INFO    MainThread:671069 [wandb_run.py:_on_init():2177] communicating current version
2023-05-25 10:47:24,937 INFO    MainThread:671069 [wandb_run.py:_on_init():2186] got version response 
2023-05-25 10:47:24,937 INFO    MainThread:671069 [wandb_init.py:init():787] starting run threads in backend
2023-05-25 10:47:25,147 INFO    MainThread:671069 [wandb_run.py:_console_start():2158] atexit reg
2023-05-25 10:47:25,148 INFO    MainThread:671069 [wandb_run.py:_redirect():2013] redirect: SettingsConsole.WRAP_RAW
2023-05-25 10:47:25,148 INFO    MainThread:671069 [wandb_run.py:_redirect():2078] Wrapping output streams.
2023-05-25 10:47:25,148 INFO    MainThread:671069 [wandb_run.py:_redirect():2103] Redirects installed.
2023-05-25 10:47:25,151 INFO    MainThread:671069 [wandb_init.py:init():829] run started, returning control to user process
2023-05-25 10:48:28,653 WARNING MsgRouterThr:671069 [router.py:message_loop():77] message_loop has been closed
